perfume,brand,gender,rating_value,rating_count,year,mainaccord1,mainaccord2,mainaccord3,mainaccord4,notes,luxury_or_cheap
anais-anais-l-original-eau-de-parfum,cacharel,women,3.84,428,2014.0,white floral,other,floral,amber,"hyacinth, galbanum, orange blossom, lily, jasmine, rose, incense, sandalwood, amber, cedar",cheap
promesse-eau-fraiche,cacharel,women,3.84,184,2007.0,citrus,other,violet,woody,"mandarin orange, bergamot, violet, jasmine, tea, musk, cedar, amber",cheap
ck-one-summer-2015,calvin-klein,unisex,3.84,314,2015.0,other,citrus,woody,ozonic,"lemon, lemon peel, gin, tonic water, juniper berries, lime, watermelon, cucumber, ginger, star anise, musk, woody notes, patchouli, amber",cheap
eternity-aqua-for-women,calvin-klein,women,3.84,852,2012.0,floral,white floral,ozonic,aquatic,"cucumber, peony, red apple, apricot, magnolia, jasmine, gardenia, tiare flower, musk, cedar, woodsy notes",cheap
eternity-for-men-summer-2019,calvin-klein,men,3.84,94,2019.0,citrus,aromatic,fresh spicy,herbal,"bergamot, lime, coriander, sea salt, sage, basil, musk, amber, cedar",cheap
eternity-summer-2010,calvin-klein,women,3.84,61,2010.0,floral,other,citrus,musky,"passion flower, grapefruit, ginger, peony, freesia, lily-of-the-valley, musk, amber",cheap
euphoria-spring-temptation,calvin-klein,women,3.84,214,2009.0,fruity,other,fresh,floral,"guava, water notes, pear, lily, freesia, violet, musk, sandalwood, amber",cheap
212-heroes,carolina-herrera,men,3.84,798,2021.0,other,fruity,herbal,warm spicy,"pear, cannabis, ginger, geranium, sage, musk, leather",luxury
ch,carolina-herrera,women,3.84,4064,2007.0,woody,citrus,sweet,musky,"tropical fruit, bergamot, grapefruit, amalfi lemon, water notes, praline, cinnamon, african orange flower, jasmine, tincture of rose, suede, patchouli, cashmere wood, sandalwood, musk, virginia cedar, amber",luxury
ch-central-park,carolina-herrera,women,3.84,58,2016.0,white floral,fruity,musky,sweet,"plum, white pepper, jasmine, orange blossom, tuberose, white musk, ambrette (musk mallow), cedar",luxury
very-good-girl-glam,carolina-herrera,women,3.84,1901,2022.0,other,other,cherry,rose,"sour cherry, bitter almond, rose, lily, bourbon vanilla, vetiver",luxury
white-amber,creed,unisex,3.84,196,2017.0,white floral,other,woody,fruity,"fruits, jasmine, benzoin, amber, sandalwood",luxury
cool-water-woman-caribbean-summer-edition,davidoff,women,3.84,38,2018.0,other,other,fruity,white floral,"melon, pineapple, mint, lily-of-the-valley, orris root",cheap
cool-water-woman-freeze-me,davidoff,women,3.84,67,2008.0,white floral,fruity,powdery,fresh,"pineapple, lily-of-the-valley, violet, magnolia, bamboo, jasmine, peach, orris root, musk, sandalwood, amber",cheap
j-adore-eau-de-toilette-2011,dior,women,3.84,2091,2011.0,white floral,citrus,sweet,fresh,"citruses, mandarin orange, neroli, jasmine, african orange flower, ylang-ylang, tuberose, rose, woodsy notes, vanille",luxury
miss-dior-eau-de-parfum-2021,dior,women,3.84,4123,2021.0,other,other,rose,floral,"iris, peony, lily-of-the-valley, apricot, rose, peach, vanilla, musk, tonka bean, benzoin, sandalwood",luxury
5th-avenue-nyc-vibe,elizabeth-arden,women,3.84,57,2021.0,fruity,other,fresh,floral,"pear, nectarine, red currant, violet, rose, jasmine, freesia, musk, woodsy notes, coconut nectar, patchouli",cheap
my-fifth-avenue,elizabeth-arden,women,3.84,434,2018.0,floral,white floral,ozonic,citrus,"floral notes, mandarin orange, violet leaves, lemon, ozonic notes, pear, lotus, jasmine, lily-of-the-valley, hedione, rose, musk, cedar, amberwood, orris",cheap
green-tea-cucumber,elizabeth-arden,women,3.84,423,2015.0,other,other,green,fresh,"cucumber, citruses, green tea, watermelon, french violet, ambrette (musk mallow), amber",cheap
armani-code-sheer,giorgio-armani,women,3.84,123,2007.0,white floral,other,floral,musky,"african orange flower, cyclamen, jasmine, lily-of-the-valley, musk, woodsy notes",luxury
emporio-armani-diamonds-intense,giorgio-armani,women,3.84,632,2008.0,fruity,woody,rose,floral,"raspberry, litchi, rose, freesia, lily-of-the-valley, vanilla, cedar, patchouli, vetiver",luxury
gucci-guilty-intense-pour-homme,gucci,men,3.84,1197,2011.0,citrus,aromatic,white floral,lavender,"lavender, amalfi lemon, coriander, african orange flower, neroli, amber, patchouli, virginia cedar",luxury
kokorico,jean-paul-gaultier,men,3.84,2306,2011.0,woody,other,cacao,green,"fig leaf, cacao, patchouli, vetiver, virginia cedar",luxury
forest-moss-cologne,jo-malone-london,unisex,3.84,76,2022.0,other,other,woody,mossy,"juniper, geranium, moss",luxury
sparkling-rebel,juicy-couture,women,3.84,49,2021.0,other,other,floral,fruity,"pear, violet leaf, cassis, water lily, lily-of-the-valley, rose, sandalwood, musk, praline",cheap
al-dur-al-maknoon-gold,lattafa-perfumes,unisex,3.84,55,,other,other,citrus,woody,"lavender, lemon, incense, nutmeg, woody notes, vanilla, agarwood (oud)",cheap
musk-mood,lattafa-perfumes,unisex,3.84,370,,other,other,woody,floral,"citruses, fruits, white musk, floral notes, vanilla, white musk, sandalwood",cheap
oudain,lattafa-perfumes,men,3.84,243,,woody,other,vanilla,aromatic,"cardamom, mint, bergamot, woody notes, spicy notes, cumin, cinnamon, lavender, orange blossom, tonka bean, vanilla, sandalwood, cedar, ambergris",cheap
ajwad,lattafa-perfumes,unisex,3.84,799,2021.0,fruity,other,powdery,musky,"fruity notes, rose, jasmine, musk, vanilla, amber, cedar",cheap
black-xs-potion-for-her,paco-rabanne,women,3.84,273,2014.0,other,other,rose,woody,"grapefruit, red rose, hellebore flower, amber, sandalwood",luxury
fame,paco-rabanne,women,3.84,3006,2022.0,other,other,fruity,sweet,"mango, bergamot, jasmine, olibanum, vanilla, sandalwood",luxury
olympea-aqua,paco-rabanne,women,3.84,1027,2016.0,citrus,other,amber,salty,"water notes, calabrian bergamot, orange, petitgrain, grapefruit, ginger flower, jasmine, orange blossom, peach, rose, salt, vanilla, ambergris, cashmere wood, sandalwood, benzoin",luxury
luna-rossa-ocean-le-parfum,prada,men,3.84,406,2024.0,woody,other,warm spicy,citrus,"lemon, saffron, amber xtreme, oak",luxury
l-homme-sport,yves-saint-laurent,men,3.84,796,2014.0,citrus,woody,aromatic,aldehydic,"verbena, bergamot, aldehydes, coriander, woody notes, cedar, amber",luxury
mon-paris-eau-de-toilette,yves-saint-laurent,women,3.84,580,2017.0,fruity,other,musky,floral,"raspberry, blackberry, pink pepper, bergamot, peony, jasmine sambac, datura, orange blossom, white musk, patchouli, cashmeran, ambroxan",luxury
turquoise,michael-kors,women,3.84,250,2016.0,other,other,marine,white floral,"water lily, cucumber, lime, jasmine, wild orchid, sea notes, musk, ambroxan, cedar",luxury
wonderlust-eau-de-voyage,michael-kors,women,3.84,94,2020.0,white floral,citrus,musky,salty,"sicilian mandarin, pink pepper, lavender, cardamom, orange blossom, carnation, jasmine sambac, jasmine, salt, musk, cashmere wood, mineral notes, sandalwood, moss",luxury
clinique-happy-heart-2012,clinique,women,3.84,505,2012.0,floral,citrus,aquatic,woody,"mandarin orange, water hyacinth, white wood",cheap
dkny-be-delicious-skin-hydrating-eau-de-toilette,donna-karan,women,3.84,90,2013.0,other,other,aquatic,ozonic,"cucumber, magnolia, grapefruit, green apple, lily-of-the-valley, violet, tuberose, rose, sandalwood, woody notes, white amber",cheap
dkny-golden-delicious,donna-karan,women,3.84,1691,2010.0,white floral,fruity,sweet,fresh,"red apple, african orange flower, plum, lily-of-the-valley, lily, orchid, rose, sandalwood, musk, teak wood",cheap
pure-dkny-verbena,donna-karan,women,3.84,739,2011.0,other,citrus,fresh spicy,white floral,"lemon verbena, basil, peony, honeysuckle, jasmine, seaweed, vetiver, amber",cheap
liz-sport,liz-claiborne,women,3.84,114,1997.0,citrus,woody,fresh,green,"amalfi lemon, mandarin orange, cypress, lily-of-the-valley, tea, ivy, orris root, rose, sandalwood, oak moss, virginia cedar, tonka bean",cheap
realities-for-men,liz-claiborne,men,3.84,96,2004.0,woody,citrus,warm spicy,floral,"ginger, lemon, tea, green notes, bergamot, grapefruit, orchid, mandarin orange, patchouli, cedar, cyclamen, orange blossom, peony, nutmeg, syringa, woodsy notes, musk, sandalwood, moss, vanilla, cashmere wood",cheap
vivid-parfum,liz-claiborne,women,3.84,50,1993.0,floral,white floral,powdery,rose,"freesia, violet, tangerine, bergamot, egyptian sage, peony, lily, bulgarian rose, jasmine, tiare flower, iris, sandalwood, vanilla, amber, musk",cheap
jeanne-lanvin-couture-birdie,lanvin,women,3.84,80,2014.0,floral,fruity,sweet,fresh,"raspberry, violet leaf, peony, magnolia, musk, cedar",cheap
blue,kenneth-cole,men,3.84,255,2015.0,citrus,other,aromatic,woody,"citruses, sea notes, cedar, amber",cheap
mankind,kenneth-cole,men,3.84,337,2013.0,woody,other,aromatic,sweet,"pineapple, cardamom, ginger, tarragon, cedar, vetiver, cinnamon, oakmoss, sandalwood, musk, tonka bean",cheap
reaction-t-shirt,kenneth-cole,men,3.84,130,2009.0,fruity,woody,aromatic,sweet,"passionfruit, pear, watermelon, red apple, gin, juniper, lavender, cotton flower, musk, virginia cedar, sandalwood",cheap
passion,elizabeth-taylor,women,3.84,1847,1988.0,woody,other,animalic,warm spicy,"aldehydes, coriander, gardenia, artemisia, ylang-ylang, bergamot, lily-of-the-valley, spicy notes, sandalwood, honey, tuberose, patchouli, heliotrope, orris root, cedar, jasmine, rose, incense, civet, leather, oakmoss, sandalwood, musk, cedar, vanilla, coconut",cheap
chic-in-black,avon,women,3.85,124,2009.0,woody,other,fruity,,"fruity notes, floral notes, woodsy notes",cheap
pro-sport-splash,avon,men,3.85,62,2009.0,woody,other,white floral,musky,"mint, tangerine, sage, orange blossom, jasmine, lily-of-the-valley, musk, sandalwood, cedar, amber",cheap
signature,avon,men,3.85,387,2008.0,woody,other,fruity,citrus,"green apple, grapefruit, ginger, bamboo, cedar, teak wood, patchouli",cheap
slip-into-daring,avon,women,3.85,302,2012.0,other,fruity,fresh,floral,"nectarine, quince, pear, orchid, peony, jasmine, leather, vanilla, sandalwood",cheap
timeless,avon,women,3.85,803,1974.0,other,woody,aldehydic,balsamic,"aldehydes, gardenia, peach, bergamot, lemon, patchouli, cedar, iris, jasmine, rose, opoponax, amber, tonka bean, musk, vanilla",cheap
artistique-nymphea-lumiere,avon,unisex,3.85,117,2021.0,floral,other,aquatic,ozonic,"lotus, peony, precious woods",cheap
attraction-sensation,avon,men,3.85,52,2019.0,other,other,warm spicy,lavender,"black pepper, ginger, lavender, clary sage, leather, vetiver, patchouli",cheap
musk-freeze,avon,men,3.85,192,2019.0,other,aromatic,green,fresh spicy,"ice, tangerine, basil, juniper berries, mountain air, mint, aquozone, oakmoss, pine tree, cedar",cheap
first-date-of-turkish-rose,avon,women,3.85,295,2020.0,other,fruity,sweet,vanilla,"damask plum, wild strawberry, bergamot, damask rose, peony, magnolia, vanilla, musk, sandalwood",cheap
essencia-sensual,avon,women,3.85,187,2011.0,woody,other,powdery,white floral,"tangerine blossom, peach, bergamot, cinammon, rose, orange blossom, sandalowood, amber, musk",cheap
expressions-by-reese-witherspoon-laugh-often,avon,women,3.85,205,2011.0,citrus,other,green,floral,"citruses, tea, mandarin orange, freesia, rose, musk",cheap
herve-leger-femme,avon,women,3.85,1003,2010.0,woody,citrus,aromatic,floral,"magnolia, pink grapefruit, cardamom, woodsy notes, orange blossom, cedar, honey, cypress, vanille, incense",cheap
summer-white-tropical,avon,women,3.85,91,2018.0,fruity,other,caramel,floral,"grenadine, blueberry, mandarin orange, peach blossom, magnolia, lily-of-the-valley, caramel, sandalwood, musk",cheap
today-tomorrow-always-absolute,avon,women,3.85,478,2016.0,white floral,citrus,woody,powdery,"calabrian bergamot, orange blossom, sandalwood",cheap
le-gemme-empyr,bvlgari,men,3.85,128,2021.0,other,woody,amber,powdery,"ginger, ginger, sandalwood, labdanum",luxury
kissing-burns-6-4-calories-a-minute-wanna-workout,by-kilian,unisex,3.85,1348,2018.0,other,other,sweet,white floral,"bergamot, lily-of-the-valley, green notes, rose, milk, sugar, vanilla",luxury
vodka-on-the-rocks,by-kilian,unisex,3.85,1785,2014.0,other,other,aldehydic,fresh,"coriander, aldehydes, cardamon, rhubarb, lily-of-the-valley, pink rose, ambroxan, oak moss, sandalwood",luxury
liaisons-dangereuses,by-kilian,unisex,3.85,2228,2007.0,fruity,other,woody,rose,"peach, plum, black currant, coconut, rose, geranium, ambrette (musk mallow), cinnamon, musk, sandalwood, woodsy notes, oak moss, vetiver, vanilla",luxury
amor-amor-mon-parfum-du-soir,cacharel,women,3.85,148,2015.0,fruity,other,vanilla,citrus,"black currant, mandarin orange, bergamot, blackberry, rose, freesia, sugar, vanilla, patchouli",cheap
eternity-25th-anniversary-edition-for-men,calvin-klein,men,3.85,61,2014.0,other,other,woody,herbal,"green notes, lavender, mandarin orange, sage, jasmine, basil, tarragon, vetiver, amber, palisander rosewood, cedar",cheap
eternity-night-for-men,calvin-klein,men,3.85,75,2014.0,other,woody,lavender,fruity,"plum, paprika, coriander, lavender, violet leaf, clary sage, vetiver, cedar, sandalwood",cheap
ch-pink-limited-edition-love,carolina-herrera,women,3.85,41,2012.0,woody,citrus,sweet,warm spicy,"lemon, bergamot, praline, rose, cinnamon, jasmine sambac, patchouli, sandalwood, musk, kashmir wood, amber, cedar",luxury
cool-water-man-summer-edition-2019,davidoff,men,3.85,55,2019.0,citrus,aromatic,fresh spicy,green,"grapefruit, lemon, tangerine, mint, basil, juniper, sage, sandalwood",cheap
cool-water-sea-rose,davidoff,women,3.85,842,2013.0,floral,other,musky,rose,"pear, pink peony, musk",cheap
horizon,davidoff,men,3.85,520,2016.0,woody,other,aromatic,warm spicy,"ginger, grapefruit, rosemary, mandarin orange, cedar, patchouli, pepper, nutmeg, sesame, vetiver, cacao pod",cheap
horizon-extreme,davidoff,men,3.85,143,2017.0,woody,other,warm spicy,leather,"ginger, grapefruit, rosemary, leather, cypriol oil or nagarmotha, cedar, nutmeg, sandalwood, amber",cheap
5th-avenue,elizabeth-arden,women,3.85,9186,1996.0,floral,white floral,yellow floral,fresh,"lime (linden blossom), lily-of-the-valley, lilac, magnolia, bergamot, mandarin orange, jasmine, tuberose, ylang-ylang, peach, bulgarian rose, violet, carnation, nutmeg, musk, iris, sandalwood, amber, vanilla, cloves",cheap
sunflowers-sunlight-kiss,elizabeth-arden,women,3.85,170,2017.0,fruity,citrus,floral,ozonic,"mandarin orange, bergamot, japanese loquat, apple leaf, ozonic notes, jasmine, osmanthus, cyclamen, rose, solar notes, musk, driftwood",cheap
untold-eau-legere,elizabeth-arden,women,3.85,183,2014.0,floral,other,fruity,soft spicy,"green apple, pink pepper, grapefruit, cassis, freesia, pink peony, amber, musk, sandalwood, patchouli",cheap
flora-gorgeous-magnolia,gucci,women,3.85,1143,2023.0,floral,other,fruity,musky,"dewberry, coconut, magnolia, jasmine sambac, clary sage, musk, patchouli, blonde woods",luxury
gucci-guilty-diamond,gucci,women,3.85,131,2014.0,other,other,soft spicy,amber,"pink pepper, lilac, cardamom, amber, patchouli",luxury
gucci-guilty-pour-homme-parfum,gucci,men,3.85,1092,2022.0,woody,other,aromatic,citrus,"juniper, lavender, lemon, orange blossom, nutmeg, spanish labdanum, dry wood, patchouli, musk",luxury
terre-d-hermes-flacon-h-2021-eau-de-toilette,hermes,men,3.85,65,2021.0,woody,citrus,aromatic,earthy,"orange, grapefruit, pepper, geranium, vetiver, patchouli, cedar, benzoin",luxury
scandal,jean-paul-gaultier,women,3.85,7241,2017.0,other,other,white floral,citrus,"blood orange, mandarin orange, honey, gardenia, orange blossom, jasmine, peach, beeswax, caramel, patchouli, licorice",luxury
awraq-al-oud,lattafa-perfumes,unisex,3.85,48,,other,other,oud,floral,"nutmeg, oud, cinnamon, rose, amber, oud, sandalwood, vanilla",cheap
washwasha,lattafa-perfumes,women,3.85,224,,white floral,other,sweet,fruity,"raspberry, pink pepper, bitter orange, tuberose, jasmine, french orange flower, osmanthus, neroli, tonka bean, vanilla, benzoin, musk, cashmirwood, amber",cheap
olympea,paco-rabanne,women,3.85,12158,2015.0,other,other,white floral,woody,"water jasmine, green mandarin, ginger flower, vanilla, salt, ambergris, cashmere wood, sandalwood",luxury
akaster,parfums-de-marly,unisex,3.85,367,2015.0,other,aromatic,oud,fresh spicy,"cypress, lemon, bulgarian rose, african geranium, agarwood (oud), musk, cardamom",luxury
cassili,parfums-de-marly,women,3.85,2365,2019.0,floral,fruity,sweet,vanilla,"red currant, floral notes, bulgarian rose, frangipani, plum, petalia, mimosa, vanilla, tonka bean, sandalwood",luxury
prada-paradoxe,prada,women,3.85,4909,2022.0,white floral,citrus,sweet,amber,"pear, tangerine, bergamot, orange blossom, neroli essence, neroli, jasmine sambac, bourbon vanilla, amber, white musk, benzoin",luxury
black-opium-eau-de-toilette,yves-saint-laurent,women,3.85,1319,2015.0,fruity,other,white floral,citrus,"pear, black currant, citruses, green mandarin, coffee, tea, jasmine, orange blossom, white wood, white musk",luxury
very-pretty,michael-kors,women,3.85,40,2008.0,white floral,citrus,woody,coconut,"coconut, mandarin orange, violet leaf, bergamot, gardenia, jasmine, orange blossom, vetiver, sandalwood",luxury
clinique-happy-in-bloom-2013,clinique,women,3.85,84,2013.0,fruity,other,sweet,yellow floral,"fruity notes, apricot, mimosa, freesia, incense, white woods, woody notes",cheap
dkny-be-delicious-summer-squeeze,donna-karan,women,3.85,60,2020.0,fruity,citrus,fresh,white floral,"mandarin orange, grapefruit, orange, black currant, ginger, green apple, lily-of-the-valley, jasmine sambac, ylang-ylang, white woods, vanilla, musk",cheap
